id,user_id,track_id,listened_at,device,platform,completed,quality
3533,13,25,2023-08-16 09:39:33,mobile,ios,true,high
2328,52,34,2023-08-16 21:33:45,tablet,ios,true,normal
1924,32,8,2023-08-17 01:22:11,smart_speaker,ios,true,high
3820,42,27,2023-08-17 02:39:49,mobile,ios,true,normal
789,75,1,2023-08-17 04:19:03,desktop,android,true,high
3970,70,37,2023-08-17 05:06:51,tablet,web,false,normal
1452,74,7,2023-08-18 01:21:33,mobile,ios,true,normal
3380,21,39,2023-08-18 01:49:18,desktop,ios,true,lossless
458,67,37,2023-08-18 07:14:49,mobile,web,true,lossless
2655,80,27,2023-08-18 09:54:12,desktop,web,false,high
138,30,22,2023-08-18 11:13:06,desktop,android,true,lossless
2227,12,34,2023-08-18 21:12:42,desktop,ios,true,high
896,47,26,2023-08-19 01:49:27,desktop,android,true,normal
2139,63,22,2023-08-19 10:05:42,mobile,ios,true,normal
2770,20,31,2023-08-19 16:26:22,mobile,windows,true,normal
2688,28,16,2023-08-19 17:12:34,mobile,android,true,normal
4276,75,11,2023-08-20 02:39:55,mobile,web,true,normal
422,36,29,2023-08-20 03:22:50,mobile,android,true,normal
3410,75,13,2023-08-20 10:17:46,mobile,ios,true,high
1871,23,33,2023-08-20 11:31:15,tablet,android,true,lossless
828,3,32,2023-08-20 11:41:22,desktop,ios,true,normal
2084,33,29,2023-08-20 18:12:59,mobile,windows,true,lossless
2637,7,18,2023-08-21 03:06:11,mobile,ios,true,normal
772,16,18,2023-08-21 05:04:48,mobile,ios,false,high
2133,58,9,2023-08-21 05:18:26,desktop,ios,true,normal
4223,70,23,2023-08-21 06:01:07,mobile,android,true,high
4287,20,11,2023-08-21 09:02:53,smart_speaker,android,true,high
2123,11,1,2023-08-22 08:07:46,mobile,android,true,lossless
2417,42,9,2023-08-22 11:10:49,desktop,android,true,high
1368,13,33,2023-08-22 13:21:52,mobile,web,true,high
2331,34,26,2023-08-22 19:06:02,desktop,android,true,normal
2074,57,29,2023-08-22 20:46:44,desktop,android,true,normal
1766,53,10,2023-08-22 22:02:53,desktop,android,true,normal
1392,41,1,2023-08-23 01:16:50,tablet,windows,true,normal
3464,21,3,2023-08-23 01:52:18,mobile,web,true,normal
2789,74,11,2023-08-23 16:18:33,desktop,ios,true,high
2409,51,4,2023-08-23 17:08:32,desktop,ios,true,high
3359,52,6,2023-08-23 17:21:52,mobile,android,true,normal
1956,56,12,2023-08-23 21:07:44,desktop,ios,true,normal
2776,5,15,2023-08-23 21:34:27,mobile,android,true,normal
809,78,12,2023-08-24 00:44:38,desktop,android,true,high
1039,72,18,2023-08-24 02:20:17,tablet,windows,true,normal
3530,1,12,2023-08-24 04:01:49,mobile,ios,true,normal
3211,2,22,2023-08-24 08:03:12,mobile,ios,true,normal
3392,26,2,2023-08-24 16:39:54,mobile,windows,true,lossless
2109,25,27,2023-08-24 19:47:22,mobile,android,false,normal
3477,22,16,2023-08-24 23:42:56,mobile,ios,true,high
1814,46,34,2023-08-25 00:26:24,desktop,android,true,high
1612,70,39,2023-08-25 03:17:14,mobile,android,true,high
725,57,18,2023-08-25 07:22:10,desktop,ios,true,high
1816,80,15,2023-08-25 10:52:30,mobile,macos,true,normal
4462,53,9,2023-08-25 15:58:14,mobile,ios,true,high
3698,12,19,2023-08-25 18:25:37,mobile,android,true,normal
1577,66,6,2023-08-25 18:31:47,tablet,android,true,high
2967,12,25,2023-08-25 18:58:00,tablet,ios,true,lossless
2819,29,39,2023-08-25 22:11:23,mobile,android,true,lossless
3372,7,7,2023-08-25 23:18:05,smart_speaker,macos,true,high
1634,26,5,2023-08-26 00:41:48,mobile,ios,true,high
1300,32,40,2023-08-26 03:27:09,desktop,ios,true,normal
1899,51,25,2023-08-27 01:53:20,smart_speaker,android,true,high
1067,6,34,2023-08-27 09:36:23,mobile,ios,true,normal
2757,18,34,2023-08-27 10:06:34,desktop,ios,true,normal
3107,33,9,2023-08-27 10:23:09,tv,android,true,high
3965,47,36,2023-08-27 11:57:36,mobile,ios,true,high
4179,32,40,2023-08-27 14:25:41,tablet,web,true,normal
2797,48,35,2023-08-27 22:37:30,tablet,android,true,lossless
3165,16,36,2023-08-28 08:29:45,mobile,ios,false,normal
2698,38,17,2023-08-28 10:22:04,mobile,macos,false,high
2276,4,25,2023-08-28 11:13:51,desktop,ios,false,normal
3762,28,39,2023-08-28 16:16:36,mobile,ios,false,normal
811,19,39,2023-08-28 17:08:22,tablet,web,true,normal
3316,80,29,2023-08-28 17:41:55,mobile,web,true,high
133,70,27,2023-08-29 07:01:52,tablet,web,false,high
31,72,27,2023-08-29 08:09:57,smart_speaker,ios,true,high
1870,45,7,2023-08-29 12:33:32,desktop,android,false,high
695,66,36,2023-08-29 14:11:07,mobile,android,true,normal
3205,77,6,2023-08-29 15:47:32,tv,android,true,high
3043,47,17,2023-08-29 16:02:16,mobile,windows,true,high
1492,18,15,2023-08-29 16:26:55,mobile,ios,false,normal
605,47,7,2023-08-29 16:33:49,mobile,android,true,high
4346,54,17,2023-08-29 19:43:18,mobile,macos,true,lossless
1479,37,33,2023-08-30 02:11:55,smart_speaker,web,true,high
2132,60,10,2023-08-30 08:59:12,mobile,ios,false,normal
648,34,40,2023-08-30 11:02:52,mobile,windows,true,normal
3545,70,23,2023-08-30 12:27:52,mobile,ios,true,high
412,75,7,2023-08-30 16:07:31,mobile,android,true,normal
25,14,36,2023-08-30 17:31:05,mobile,android,true,normal
4199,29,2,2023-08-30 20:58:34,mobile,ios,true,high
2155,9,5,2023-08-30 22:01:06,tablet,windows,true,normal
2113,42,34,2023-08-30 23:07:33,desktop,web,true,high
4308,34,29,2023-08-31 00:21:45,desktop,ios,true,normal
1662,75,25,2023-08-31 03:04:27,mobile,ios,true,normal
653,53,17,2023-08-31 03:34:14,mobile,ios,true,high
3177,61,4,2023-08-31 16:55:55,mobile,ios,true,normal
2422,34,5,2023-08-31 20:27:38,mobile,macos,false,normal
565,4,31,2023-09-01 02:09:41,mobile,ios,true,high
3033,67,17,2023-09-01 10:15:43,mobile,ios,true,normal
4065,67,3,2023-09-01 15:53:23,desktop,android,true,normal
3703,11,3,2023-09-01 19:17:57,desktop,android,true,high
3529,16,15,2023-09-01 23:20:13,mobile,ios,true,high
2212,25,12,2023-09-02 01:40:31,mobile,ios,true,high
1140,49,37,2023-09-02 11:11:19,smart_speaker,android,true,normal
158,7,10,2023-09-02 18:39:58,desktop,ios,true,normal
615,31,1,2023-09-02 19:57:58,mobile,ios,true,high
2738,13,16,2023-09-03 05:14:00,mobile,ios,false,high
671,12,16,2023-09-03 05:25:28,mobile,web,true,lossless
846,79,25,2023-09-03 07:28:58,mobile,android,true,normal
4075,40,11,2023-09-03 13:29:02,desktop,android,false,lossless
3078,17,30,2023-09-03 16:48:14,tv,android,true,normal
723,19,37,2023-09-03 18:27:12,mobile,android,false,normal
3428,15,14,2023-09-04 04:44:29,mobile,android,true,high
493,22,37,2023-09-04 08:53:21,mobile,web,true,high
1409,41,34,2023-09-04 09:12:27,mobile,ios,true,high
1961,2,20,2023-09-04 15:07:33,mobile,ios,true,high
667,40,21,2023-09-04 15:27:46,desktop,ios,false,high
3907,45,22,2023-09-04 16:33:16,smart_speaker,web,true,high
2083,30,6,2023-09-04 20:45:57,mobile,web,true,normal
2177,14,17,2023-09-04 22:45:07,desktop,android,true,normal
3901,69,12,2023-09-05 00:22:03,mobile,ios,true,normal
374,17,20,2023-09-05 05:06:33,tablet,windows,true,normal
1983,27,29,2023-09-05 08:12:13,mobile,windows,true,normal
3969,22,21,2023-09-05 08:26:10,tablet,ios,true,normal
2215,20,5,2023-09-05 08:31:02,mobile,ios,true,high
2122,22,22,2023-09-05 13:06:28,desktop,android,false,normal
33,32,18,2023-09-05 13:19:32,desktop,ios,false,high
1842,57,24,2023-09-05 14:03:13,smart_speaker,ios,true,high
2233,38,17,2023-09-05 16:10:55,mobile,web,true,high
4375,22,14,2023-09-05 18:42:11,smart_speaker,ios,true,normal
1820,32,26,2023-09-05 22:27:58,desktop,android,true,high
3692,57,26,2023-09-06 11:10:13,mobile,android,true,high
740,66,40,2023-09-06 15:29:30,mobile,android,true,lossless
3298,1,28,2023-09-06 15:32:33,mobile,ios,true,normal
2787,41,11,2023-09-06 19:54:08,smart_speaker,android,true,normal
3875,68,9,2023-09-06 20:37:22,desktop,ios,true,normal
3541,4,37,2023-09-06 23:44:33,desktop,web,true,normal
2504,2,28,2023-09-07 05:04:48,tablet,ios,true,normal
1908,50,17,2023-09-07 07:02:16,mobile,ios,true,normal
506,53,19,2023-09-07 09:09:40,mobile,android,true,lossless
3044,77,30,2023-09-08 00:10:10,mobile,android,true,high
1684,52,1,2023-09-08 04:10:55,mobile,android,true,normal
4123,62,7,2023-09-08 04:20:58,tablet,ios,true,normal
1369,5,19,2023-09-08 16:49:45,mobile,android,false,normal
591,27,38,2023-09-08 17:41:46,desktop,android,true,normal
886,23,10,2023-09-08 18:00:41,mobile,ios,true,normal
2697,20,10,2023-09-08 22:53:57,smart_speaker,android,true,high
1607,30,19,2023-09-08 23:35:01,smart_speaker,ios,true,high
3643,12,26,2023-09-09 01:51:08,mobile,android,true,normal
3706,58,14,2023-09-09 11:29:47,mobile,web,true,high
2812,46,36,2023-09-09 15:47:18,smart_speaker,web,true,high
2423,47,40,2023-09-09 20:04:39,mobile,android,true,normal
2755,7,11,2023-09-09 21:18:51,tablet,android,true,normal
741,73,10,2023-09-10 02:25:27,tablet,ios,true,normal
4476,71,15,2023-09-10 09:12:48,mobile,windows,true,normal
3188,19,20,2023-09-10 09:13:01,desktop,android,true,normal
244,79,21,2023-09-10 16:30:55,mobile,android,false,high
2828,79,33,2023-09-10 16:43:27,mobile,ios,true,normal
2563,35,12,2023-09-11 00:35:46,mobile,windows,true,high
4423,72,3,2023-09-11 02:10:32,desktop,macos,true,high
2366,45,26,2023-09-11 03:13:59,tablet,windows,true,lossless
1064,63,27,2023-09-11 05:13:07,mobile,ios,true,normal
3244,7,22,2023-09-11 11:25:47,tablet,ios,true,normal
3092,32,26,2023-09-11 18:57:40,desktop,ios,true,normal
638,51,7,2023-09-11 23:49:36,mobile,web,true,high
3003,78,23,2023-09-12 10:27:17,mobile,android,true,lossless
1246,39,30,2023-09-12 12:58:19,desktop,android,true,high
3280,73,12,2023-09-12 22:12:57,mobile,android,true,normal
1268,66,39,2023-09-13 01:58:08,mobile,ios,false,normal
941,72,20,2023-09-13 05:44:27,mobile,ios,true,normal
3400,38,2,2023-09-13 07:59:26,mobile,web,true,normal
2228,42,30,2023-09-14 00:01:26,desktop,macos,true,normal
3557,55,11,2023-09-14 01:57:58,mobile,web,true,normal
879,10,7,2023-09-14 04:55:47,mobile,web,true,high
4057,11,19,2023-09-14 08:56:10,tv,windows,true,high
845,48,36,2023-09-14 13:52:27,mobile,windows,true,normal
2382,4,35,2023-09-14 15:51:02,desktop,android,true,high
4447,40,34,2023-09-14 17:07:09,desktop,ios,true,high
3674,52,30,2023-09-14 20:32:30,desktop,ios,true,normal
375,11,24,2023-09-15 09:13:20,mobile,android,true,high
2285,58,17,2023-09-15 12:03:15,mobile,android,true,lossless
3344,80,18,2023-09-15 17:28:18,mobile,web,true,high
4332,79,17,2023-09-15 18:06:40,mobile,ios,true,normal
90,10,4,2023-09-16 00:02:59,desktop,android,false,lossless
3111,80,4,2023-09-16 00:17:14,mobile,web,true,lossless
4220,19,37,2023-09-16 07:42:47,desktop,macos,true,high
3081,22,30,2023-09-16 10:33:02,desktop,ios,false,high
13,12,16,2023-09-16 14:31:39,mobile,android,false,lossless
885,37,30,2023-09-16 16:27:53,desktop,ios,true,normal
3623,34,38,2023-09-16 19:33:51,tv,android,true,normal
4030,2,17,2023-09-17 05:43:10,mobile,macos,false,high
4209,8,25,2023-09-17 12:27:45,desktop,android,false,normal
3602,29,36,2023-09-17 13:07:30,smart_speaker,web,true,lossless
2822,48,38,2023-09-17 18:00:23,mobile,windows,true,normal
357,57,32,2023-09-18 01:39:43,mobile,ios,true,normal
2651,78,25,2023-09-18 02:27:27,mobile,ios,true,normal
4305,4,6,2023-09-18 07:32:08,mobile,android,true,normal
805,38,19,2023-09-18 11:09:25,mobile,windows,true,high
813,15,4,2023-09-18 14:35:44,mobile,android,true,lossless
3357,78,25,2023-09-18 16:22:49,mobile,android,true,high
2352,44,25,2023-09-18 17:32:18,smart_speaker,ios,false,normal
4255,14,23,2023-09-19 01:16:16,mobile,web,true,high
1228,71,30,2023-09-19 07:27:51,tablet,macos,true,high
2632,66,9,2023-09-19 10:01:06,desktop,android,true,normal
3241,6,39,2023-09-19 12:29:17,mobile,web,true,high
3115,17,38,2023-09-19 15:59:54,mobile,windows,false,high
4211,31,30,2023-09-19 16:38:09,mobile,ios,true,normal
1211,40,1,2023-09-19 20:21:29,tablet,ios,true,high
3719,69,36,2023-09-20 20:58:31,mobile,ios,true,high
1930,76,27,2023-09-20 21:01:10,mobile,ios,true,lossless
3295,79,21,2023-09-21 12:08:23,desktop,web,true,normal
3110,27,16,2023-09-22 13:51:28,desktop,macos,true,normal
2321,64,33,2023-09-22 19:55:20,smart_speaker,ios,false,high
1735,52,31,2023-09-22 23:20:59,tv,android,true,high
1229,32,14,2023-09-23 00:12:11,desktop,web,true,normal
3877,46,26,2023-09-23 02:40:17,desktop,android,true,high
511,2,9,2023-09-23 03:09:30,mobile,windows,false,normal
1953,30,38,2023-09-23 04:40:28,mobile,android,true,normal
1172,36,11,2023-09-23 06:01:20,tablet,android,true,normal
2329,19,6,2023-09-23 19:06:54,mobile,android,true,normal
4443,25,40,2023-09-24 01:03:08,mobile,ios,true,high
4045,13,23,2023-09-24 01:42:53,mobile,web,true,normal
1856,56,5,2023-09-24 10:03:44,mobile,android,true,high
2941,5,29,2023-09-24 22:08:30,mobile,ios,true,normal
1021,15,1,2023-09-25 00:45:28,desktop,android,true,high
3992,18,22,2023-09-25 05:51:49,mobile,ios,true,normal
916,67,22,2023-09-25 18:20:53,desktop,ios,true,normal
840,17,1,2023-09-25 19:54:30,desktop,windows,false,normal
1869,48,5,2023-09-26 01:16:31,mobile,android,true,normal
3717,17,29,2023-09-26 06:07:46,mobile,windows,true,normal
4493,44,16,2023-09-26 08:19:06,mobile,ios,true,high
3309,64,20,2023-09-26 09:55:34,tablet,windows,true,normal
3941,62,9,2023-09-26 21:59:52,mobile,android,false,normal
3141,36,30,2023-09-26 22:17:22,mobile,android,true,normal
2762,8,6,2023-09-27 01:27:24,smart_speaker,web,true,normal
3863,34,9,2023-09-27 01:44:56,mobile,ios,true,high
354,63,35,2023-09-27 08:39:41,desktop,android,true,normal
2739,17,4,2023-09-27 12:28:30,mobile,android,true,normal
1881,74,35,2023-09-27 13:16:58,desktop,web,true,normal
1095,1,1,2023-09-27 19:53:30,mobile,windows,true,high
2072,79,11,2023-09-27 20:09:21,smart_speaker,ios,true,high
1357,8,3,2023-09-27 21:32:20,mobile,ios,false,high
533,23,38,2023-09-28 00:09:04,desktop,ios,true,high
2916,78,1,2023-09-28 02:01:13,mobile,android,false,lossless
3691,33,7,2023-09-28 05:43:38,desktop,ios,true,normal
1508,31,7,2023-09-28 13:06:50,desktop,android,false,lossless
1510,78,2,2023-09-28 15:41:49,mobile,web,true,lossless
3520,4,25,2023-09-28 17:33:30,tablet,android,true,normal
437,63,21,2023-09-28 20:44:46,desktop,android,false,high
2605,44,40,2023-09-28 22:58:25,smart_speaker,android,true,normal
346,32,34,2023-09-29 06:05:16,desktop,ios,true,normal
1553,17,15,2023-09-29 07:39:25,mobile,android,true,normal
2704,29,25,2023-09-29 08:22:57,mobile,ios,true,high
3936,44,27,2023-09-29 16:05:00,smart_speaker,web,false,normal
1285,68,15,2023-09-29 19:32:44,mobile,web,true,lossless
3493,19,12,2023-09-30 02:04:16,desktop,ios,true,normal
3120,12,19,2023-09-30 02:35:19,desktop,web,true,high
2004,60,27,2023-09-30 03:19:34,tv,android,true,normal
262,69,3,2023-09-30 04:53:16,mobile,web,false,normal
1719,48,16,2023-09-30 10:20:21,mobile,web,true,normal
1184,18,22,2023-09-30 14:48:54,desktop,windows,true,high
438,46,15,2023-09-30 15:34:57,mobile,web,true,normal
1102,25,37,2023-09-30 22:11:22,mobile,ios,true,normal
2387,16,31,2023-09-30 22:56:27,mobile,web,true,high
2987,4,6,2023-10-01 07:35:31,mobile,windows,true,lossless
1398,43,8,2023-10-01 08:48:49,mobile,android,true,normal
3770,36,3,2023-10-01 09:51:52,desktop,android,true,high
855,7,35,2023-10-01 11:33:55,mobile,ios,true,normal
963,36,36,2023-10-01 15:12:16,desktop,ios,true,high
3527,31,38,2023-10-01 19:13:13,tablet,android,true,high
4111,49,31,2023-10-01 19:22:47,mobile,ios,false,high
1387,35,17,2023-10-01 19:41:36,mobile,ios,true,normal
2675,47,18,2023-10-01 23:53:25,mobile,windows,true,normal
853,61,32,2023-10-02 03:49:42,mobile,windows,true,normal
3057,76,15,2023-10-02 05:21:37,mobile,ios,true,normal
2158,12,23,2023-10-02 06:36:51,mobile,ios,false,high
4327,47,2,2023-10-02 14:31:03,mobile,ios,true,normal
833,38,13,2023-10-02 14:48:27,desktop,macos,true,normal
3385,33,25,2023-10-02 17:19:50,desktop,ios,true,normal
2984,54,5,2023-10-02 17:27:28,desktop,macos,true,normal
1325,29,18,2023-10-02 19:10:02,mobile,ios,true,high
3540,8,23,2023-10-02 21:24:02,desktop,android,true,normal
4007,30,15,2023-10-03 06:47:36,mobile,web,true,high
2325,15,33,2023-10-03 13:06:50,mobile,macos,true,normal
748,21,19,2023-10-03 20:40:10,smart_speaker,web,true,normal
1714,58,11,2023-10-04 04:24:02,mobile,ios,false,high
2800,6,25,2023-10-04 05:41:44,desktop,android,false,normal
859,79,30,2023-10-04 20:35:11,mobile,ios,true,high
4249,40,9,2023-10-04 21:42:32,desktop,windows,true,high
1679,4,15,2023-10-05 00:17:14,desktop,android,true,high
3234,70,10,2023-10-05 02:11:25,mobile,android,true,high
2254,65,34,2023-10-05 11:16:14,tablet,ios,true,normal
607,72,31,2023-10-05 21:08:58,mobile,android,true,normal
1691,70,18,2023-10-05 21:28:10,mobile,android,true,normal
1687,47,8,2023-10-06 01:37:19,tv,android,true,high
687,32,37,2023-10-06 03:47:48,desktop,android,true,high
776,55,26,2023-10-06 06:58:10,desktop,windows,true,high
2339,12,23,2023-10-06 09:10:50,mobile,android,true,normal
2884,76,4,2023-10-06 13:12:01,mobile,android,true,high
930,61,24,2023-10-06 18:41:14,mobile,web,true,normal
316,73,3,2023-10-06 20:49:13,smart_speaker,ios,false,high
904,37,27,2023-10-06 21:29:03,mobile,web,true,normal
1143,49,2,2023-10-07 04:41:44,mobile,ios,true,lossless
798,78,28,2023-10-07 13:19:55,mobile,android,false,normal
849,5,39,2023-10-07 20:54:13,desktop,android,true,high
4175,80,38,2023-10-08 01:04:26,mobile,android,true,high
4351,33,31,2023-10-08 05:45:00,mobile,android,true,normal
2140,36,13,2023-10-08 16:00:34,mobile,web,true,high
4088,27,4,2023-10-09 02:17:03,tv,android,true,normal
810,31,32,2023-10-09 03:03:18,desktop,windows,true,normal
3063,34,10,2023-10-09 07:28:21,mobile,windows,true,normal
2861,42,11,2023-10-09 08:06:18,desktop,ios,true,normal
4250,38,24,2023-10-09 11:54:33,mobile,web,true,normal
1254,13,38,2023-10-09 13:46:13,mobile,macos,true,normal
1302,65,40,2023-10-09 17:11:15,mobile,windows,true,normal
1329,12,32,2023-10-10 05:18:55,mobile,web,true,high
1926,57,38,2023-10-10 17:15:01,mobile,ios,true,high
1213,26,32,2023-10-10 22:52:03,mobile,ios,true,normal
3097,2,25,2023-10-11 08:51:35,desktop,windows,true,high
203,60,31,2023-10-11 09:48:58,tablet,ios,true,normal
4072,59,12,2023-10-11 09:51:28,mobile,windows,true,lossless
1355,54,10,2023-10-11 15:16:43,mobile,ios,true,lossless
4441,26,16,2023-10-11 22:02:00,mobile,ios,true,high
1214,26,4,2023-10-12 02:38:44,tablet,ios,false,high
2451,42,28,2023-10-12 13:18:22,mobile,web,true,high
1069,37,14,2023-10-12 15:36:36,tablet,android,true,normal
4085,41,14,2023-10-12 21:06:43,desktop,web,true,normal
2995,17,30,2023-10-12 22:54:29,mobile,macos,true,high
1484,60,35,2023-10-13 02:36:36,mobile,windows,true,normal
2748,27,19,2023-10-13 09:52:49,mobile,android,false,high
3871,16,36,2023-10-13 17:08:46,desktop,ios,true,high
551,68,15,2023-10-13 21:08:12,mobile,web,true,high
2138,55,21,2023-10-14 00:35:46,mobile,web,false,normal
4475,41,38,2023-10-14 06:39:43,mobile,web,true,high
887,34,24,2023-10-14 20:31:52,mobile,web,true,lossless
3978,13,8,2023-10-14 23:47:37,mobile,android,false,normal
2170,37,21,2023-10-15 06:57:14,desktop,windows,false,high
746,27,4,2023-10-15 09:20:03,mobile,web,true,high
453,70,25,2023-10-15 10:52:17,mobile,android,true,normal
678,65,25,2023-10-16 11:13:10,tablet,android,true,high
3846,24,37,2023-10-17 02:11:22,mobile,windows,false,normal
3563,48,1,2023-10-17 06:18:53,mobile,ios,false,normal
2620,58,21,2023-10-17 07:07:10,mobile,android,true,normal
2388,28,37,2023-10-17 10:07:00,smart_speaker,windows,true,normal
263,51,32,2023-10-17 16:12:03,smart_speaker,macos,false,high
347,52,12,2023-10-17 19:00:29,desktop,android,true,high
3010,36,6,2023-10-17 22:46:50,mobile,ios,true,normal
207,50,22,2023-10-18 11:03:02,mobile,android,false,high
199,74,27,2023-10-19 05:34:07,desktop,ios,false,normal
4391,30,14,2023-10-19 09:14:15,desktop,android,true,high
660,80,32,2023-10-19 23:17:52,mobile,ios,false,normal
1234,12,22,2023-10-20 12:58:40,desktop,ios,true,high
1971,69,13,2023-10-20 14:25:12,smart_speaker,android,true,high
431,73,10,2023-10-20 15:51:34,tablet,web,false,high
1882,39,25,2023-10-20 16:03:32,mobile,android,false,high
175,6,29,2023-10-20 16:04:33,mobile,android,true,normal
2650,26,20,2023-10-21 04:11:40,desktop,android,true,normal
107,59,21,2023-10-21 07:28:12,tv,ios,true,high
2044,62,14,2023-10-21 08:00:57,desktop,android,true,normal
3136,12,32,2023-10-21 12:26:19,mobile,web,true,normal
4498,1,1,2023-10-21 17:08:47,desktop,web,true,high
998,57,4,2023-10-21 17:26:47,mobile,ios,true,normal
1897,6,33,2023-10-21 19:17:26,desktop,web,true,normal
1134,79,38,2023-10-22 00:14:22,tablet,ios,true,normal
1076,73,34,2023-10-22 11:11:23,desktop,android,true,high
1456,25,19,2023-10-22 13:11:39,mobile,android,true,normal
1200,26,10,2023-10-22 19:45:46,mobile,windows,true,normal
484,5,38,2023-10-23 06:33:01,mobile,web,true,high
1283,2,40,2023-10-23 16:34:24,smart_speaker,web,true,high
4230,30,1,2023-10-24 00:39:04,desktop,web,false,high
9,61,27,2023-10-24 00:59:46,mobile,web,true,normal
1146,39,18,2023-10-24 09:39:54,desktop,macos,false,high
1999,48,14,2023-10-24 14:59:48,tv,web,true,normal
3952,60,2,2023-10-24 21:38:07,desktop,android,true,normal
1787,41,27,2023-10-24 22:17:35,mobile,ios,true,normal
1658,32,20,2023-10-25 02:12:16,desktop,web,true,normal
2183,15,26,2023-10-25 05:08:43,desktop,web,true,high
3790,35,27,2023-10-25 10:45:25,mobile,ios,true,high
1099,36,23,2023-10-25 18:04:22,mobile,android,true,high
77,69,12,2023-10-25 19:09:54,mobile,android,true,lossless
1755,42,11,2023-10-26 08:42:07,desktop,web,false,high
961,15,10,2023-10-26 09:08:51,mobile,web,true,normal
183,44,32,2023-10-26 12:28:26,mobile,ios,true,high
3772,80,31,2023-10-26 16:21:36,smart_speaker,android,true,normal
1177,2,22,2023-10-26 17:56:20,desktop,ios,false,normal
3345,13,29,2023-10-27 05:47:39,desktop,android,true,high
557,6,19,2023-10-27 07:22:55,mobile,ios,true,lossless
3494,20,34,2023-10-27 10:49:34,mobile,android,true,normal
1943,42,34,2023-10-27 12:05:13,mobile,ios,false,high
2740,67,23,2023-10-27 14:59:16,mobile,web,true,normal
3567,19,16,2023-10-28 04:05:30,mobile,web,true,normal
3308,21,9,2023-10-28 05:36:31,tablet,macos,true,normal
1873,13,32,2023-10-28 07:30:55,desktop,macos,false,lossless
3947,34,8,2023-10-28 17:05:53,mobile,ios,true,high
1117,77,5,2023-10-29 00:28:23,smart_speaker,ios,true,normal
3091,27,40,2023-10-29 01:27:40,desktop,ios,false,normal
909,10,33,2023-10-29 07:56:26,desktop,ios,true,high
1471,27,6,2023-10-29 08:57:27,smart_speaker,android,true,normal
570,79,17,2023-10-30 03:00:23,mobile,web,true,normal
2289,40,37,2023-10-30 07:39:29,smart_speaker,windows,true,high
1912,28,13,2023-10-30 13:17:09,smart_speaker,web,true,normal
1862,53,11,2023-10-30 13:55:15,mobile,android,true,normal
4132,80,32,2023-10-30 15:07:51,mobile,android,true,normal
1362,48,28,2023-10-30 18:04:57,mobile,ios,true,high
3610,68,16,2023-10-30 19:36:10,mobile,ios,true,high
2749,5,16,2023-10-31 00:30:11,mobile,ios,true,normal
818,31,38,2023-10-31 01:21:22,mobile,web,false,normal
893,42,4,2023-10-31 09:42:35,desktop,ios,false,normal
2670,34,35,2023-10-31 19:32:13,mobile,windows,false,high
404,76,32,2023-10-31 19:52:33,desktop,android,true,normal
4214,30,30,2023-11-01 01:12:18,desktop,android,true,high
4279,51,21,2023-11-01 01:16:57,mobile,ios,true,high
1247,27,14,2023-11-01 04:32:58,desktop,ios,true,high
3862,6,4,2023-11-01 20:19:03,smart_speaker,ios,true,normal
2343,41,34,2023-11-01 23:08:08,mobile,web,true,high
1527,8,2,2023-11-01 23:54:26,mobile,windows,true,high
3656,19,38,2023-11-02 00:00:24,mobile,ios,false,normal
3132,37,8,2023-11-02 16:48:02,mobile,android,true,normal
2143,51,34,2023-11-02 18:03:14,mobile,windows,true,normal
3248,69,9,2023-11-02 18:59:51,mobile,web,true,high
1434,41,13,2023-11-03 11:17:15,mobile,android,true,normal
1053,45,26,2023-11-03 17:43:07,tablet,ios,true,normal
1805,50,4,2023-11-04 16:06:11,tv,ios,true,high
3957,32,23,2023-11-04 17:48:19,desktop,android,true,high
2413,57,16,2023-11-04 18:09:37,smart_speaker,web,true,normal
1878,18,29,2023-11-04 21:31:22,mobile,android,true,normal
3667,35,33,2023-11-05 07:07:40,desktop,android,false,high
65,49,26,2023-11-05 08:16:12,mobile,web,true,normal
3604,65,25,2023-11-05 11:36:59,mobile,android,true,lossless
3994,78,15,2023-11-06 08:45:52,desktop,android,true,high
242,47,10,2023-11-06 11:24:56,desktop,android,true,normal
120,59,20,2023-11-06 17:20:52,tv,windows,true,normal
1423,36,31,2023-11-06 18:06:48,smart_speaker,ios,true,normal
2662,35,22,2023-11-06 22:59:24,mobile,ios,true,normal
1941,8,9,2023-11-07 04:41:36,smart_speaker,windows,true,high
3784,10,2,2023-11-07 08:53:42,mobile,ios,true,high
625,25,32,2023-11-07 10:06:29,mobile,ios,true,normal
451,77,31,2023-11-07 10:24:58,mobile,ios,true,lossless
1511,74,36,2023-11-07 12:38:21,mobile,android,true,normal
505,64,13,2023-11-07 13:11:48,desktop,web,false,normal
3612,26,30,2023-11-08 09:22:49,smart_speaker,ios,false,high
616,52,38,2023-11-08 10:06:44,mobile,web,true,normal
1122,45,13,2023-11-08 12:24:21,desktop,ios,true,normal
3570,67,28,2023-11-08 15:44:13,mobile,ios,true,high
771,27,21,2023-11-08 19:15:05,mobile,ios,true,normal
958,8,34,2023-11-08 22:42:02,mobile,ios,true,high
1493,63,40,2023-11-09 00:38:01,mobile,ios,true,normal
3124,32,24,2023-11-09 04:04:32,mobile,ios,true,high
332,39,21,2023-11-09 06:17:10,mobile,ios,true,normal
433,1,22,2023-11-10 05:08:11,tablet,ios,true,high
